음식점ID,인허가일자,소재지면적,음식점명
3140000-101-2024-00146,2024-05-03,100.8,젠틀한한우
3140000-101-2024-00147,2024-05-03,108.0,펍피맥 오목교점
3140000-101-2024-00148,2024-05-07,58.93,푸라닭(PURADAK CHICKEN) 양천구청점
3140000-101-2024-00149,2024-05-07,16.5,타코별
3140000-101-2024-00150,2024-05-08,41.39,차이나향
3140000-101-2024-00152,2024-05-09,189.57,명태어장쭈갑골 신월교육점
3140000-101-2024-00153,2024-05-09,88.11,내작(NaeJak)
3140000-101-2024-00154,2024-05-13,55.33,빵떡(BBang TTeok)
3140000-101-2024-00155,2024-05-16,36.86,철길부산집 오목교점
3140000-101-2024-00156,2024-05-16,24.8,먹자집
3140000-101-2024-00158,2024-05-17,24.88,밍스낵
3140000-101-2024-00159,2024-05-17,13.0,최종밥상푸드
