음식점ID,인허가일자,소재지면적,음식점명
3020000-101-2018-00268,2018-06-28,15.13,로로탕
3020000-101-2018-00280,2018-07-03,49.06,루트(루트에브리데이)
3020000-101-2018-00281,2018-07-03,75.69,아지양
3020000-101-2018-00282,2018-07-03,24.79,유쾌한스시
3020000-101-2018-00283,2018-07-04,45.98,칸티나
3020000-101-2018-00287,2018-07-10,98.2,오스테리아 오르조
3020000-101-2018-00289,2018-07-11,165.12,월간식당
3020000-101-2018-00292,2018-07-12,75.0,줄라이 1(July 1)
3020000-101-2018-00293,2018-07-12,82.55,해방촌바램
3020000-101-2018-00294,2018-07-13,59.03,키스더유니버스
3020000-101-2018-00295,2018-07-13,72.15,바스버거후암점
3020000-101-2018-00299,2018-07-16,42.7,바다포차 돌섬 이태원점
3020000-101-2018-00300,2018-07-17,30.92,일일사
3020000-101-2018-00305,2018-07-23,48.1,라운지한남(Lounge Hannam)
3020000-101-2018-00306,2018-07-23,48.02,롸카두둘두(Rock-A-Doodle-Doo)
3020000-101-2018-00307,2018-07-23,23.0,인피니티 탕후루
3020000-101-2018-00309,2018-07-24,40.0,한담
3020000-101-2018-00313,2018-07-25,21.45,한조분식
3020000-101-2018-00319,2018-07-30,24.43,밀박스케이(mealboxK)
3020000-101-2018-00320,2018-07-30,24.6,블랙마켓
3020000-101-2018-00322,2018-08-01,43.14,선데이아보
3020000-101-2018-00326,2018-08-02,145.0,남영동양문 한남직영점
3020000-101-2018-00331,2018-08-06,186.0,한촌탕반명가용산아이파크몰점
3020000-101-2018-00332,2018-08-07,44.73,브루너스(BREWNERS)
3020000-101-2018-00335,2018-08-10,205.79,가마솥나주곰탕용산아이파크몰점
3020000-101-2018-00336,2018-08-10,254.55,일팔사이(1842)
3020000-101-2018-00337,2018-08-13,208.42,놀부부대찌개보쌈용산아이파크몰점
3020000-101-2018-00340,2018-08-16,43.31,여기 우리
3020000-101-2018-00342,2018-08-16,93.06,휴일삼오
3020000-101-2018-00343,2018-08-17,10.0,레빗홀
3020000-101-2018-00345,2018-08-17,243.58,우스블랑 효창본점
3020000-101-2018-00346,2018-08-17,42.49,라누베(Lanube)
3020000-101-2018-00347,2018-08-20,20.0,DURRAT ARRIYADH(도랏리아드)
3020000-101-2018-00348,2018-08-20,64.07,문배식당
3020000-101-2018-00352,2018-08-21,43.3,스시투고(SushiToGo)
3020000-101-2018-00353,2018-08-21,83.0,연안식당
3020000-101-2018-00355,2018-08-21,147.12,개미집용산아이파크몰점
3020000-101-2018-00356,2018-08-21,141.43,본죽&비빔밥 용산아이파크몰점
3020000-101-2018-00358,2018-08-22,42.31,유키사키
3020000-101-2018-00359,2018-08-23,46.2,우주닭호프
3020000-101-2018-00360,2018-08-24,180.53,남도미항 용산아이파크몰점
3020000-101-2018-00362,2018-08-27,15.0,서오
3020000-101-2018-00363,2018-08-27,955.67,진풍정
3020000-101-2018-00364,2018-08-27,70.0,코지빌라커피
3020000-101-2018-00365,2018-08-27,29.75,토스티데이즈(Toasty days)
3020000-101-2018-00367,2018-08-28,35.72,바른덮밥
3020000-101-2018-00369,2018-08-28,148.72,파이프그라운드
3020000-101-2018-00373,2018-09-03,96.79,코튼클럽사운즈한남 주식회사
3020000-101-2018-00374,2018-09-03,38.46,카지패밀리레스토랑
3020000-101-2018-00375,2018-09-04,67.22,함선생(sato)
3020000-101-2018-00377,2018-09-05,63.68,카프온카우치(calf on couch)
3020000-101-2018-00378,2018-09-07,33.07,코올(Kohl)
3020000-101-2018-00379,2018-09-10,35.04,우블링
3020000-101-2018-00381,2018-09-10,70.41,고씨네숙명여대점
3020000-101-2018-00384,2018-09-14,569.12,주식회사 명동교자
3020000-101-2018-00385,2018-09-18,91.48,라틀리에 드 오르조(L'atelier de orzo)
3020000-101-2018-00390,2018-09-21,50.0,엔존
3020000-101-2018-00391,2018-09-21,40.11,해방촌해운대
3020000-101-2018-00393,2018-09-21,63.56,빌리지
3020000-101-2018-00394,2018-09-27,36.05,해방촌아름이
3020000-101-2018-00395,2018-09-27,46.32,바인(Bar Inn-hbc)
3020000-101-2018-00401,2018-10-01,140.64,케이에프씨용산아이파크몰점
3020000-101-2018-00402,2018-10-02,39.8,쩐 바오 주(truly full and satisfied)
3020000-101-2018-00407,2018-10-04,53.1,존쿡델리미트더샤퀴테리아
3020000-101-2018-00413,2018-10-08,67.76,후스시
3020000-101-2018-00414,2018-10-08,58.85,시실리
3020000-101-2018-00415,2018-10-11,48.0,방울과꼬막
3020000-101-2018-00416,2018-10-12,58.48,TAC
3020000-101-2018-00417,2018-10-12,212.93,이태원사랑방
3020000-101-2018-00418,2018-10-12,31.0,샘폴(sampaul)
3020000-101-2018-00419,2018-10-16,20.69,뽀르누서울
3020000-101-2018-00421,2018-10-17,33.06,달달호프
3020000-101-2018-00424,2018-10-19,35.6,윤주당
3020000-101-2018-00425,2018-10-23,39.37,마루
3020000-101-2018-00426,2018-10-23,84.02,조선제일국밥
3020000-101-2018-00429,2018-02-06,21.46,뉴블카페
3020000-101-2018-00430,2018-10-24,140.04,콩카페이태원점
3020000-101-2018-00431,2018-10-25,50.82,겐조라멘
3020000-101-2018-00434,2018-10-26,62.25,바이브드블러바드
3020000-101-2018-00442,2018-11-02,291.8,장지녕간장게장
3020000-101-2018-00443,2018-11-06,54.45,소와나 한남본점
3020000-101-2018-00444,2018-11-07,94.5,창화돈
3020000-101-2018-00445,2018-11-07,65.69,도깨비코티지
3020000-101-2018-00446,2018-11-07,39.67,까미노 데 남영(Camino De Namyoung)
