음식점ID,인허가일자,소재지면적,음식점명
3150000-101-1994-06138,1994-02-21,24.05,보드람치킨
3150000-101-1994-08429,1994-08-27,41.72,은갈치
3150000-101-1995-01197,1995-11-30,44.84,에이스꼬치구이전문점
3150000-101-1995-01244,1995-09-30,26.89,식스컵스
3150000-101-1995-01284,1995-05-30,49.51,커피야호프
3150000-101-1995-01304,1995-04-25,29.32,종로빈대떡
3150000-101-1995-01309,1995-01-17,67.61,비워봐
3150000-101-1995-02269,1995-12-28,26.18,종로철판볶음불고기
3150000-101-1995-02278,1995-11-13,22.34,코끼리만두
3150000-101-1995-02290,1995-12-01,29.0,마을분식
3150000-101-1995-02306,1995-10-30,34.25,아몬드치킨
3150000-101-1995-02350,1995-07-07,26.63,조가네빈대떡국수
3150000-101-1995-02358,1995-06-29,44.25,전주식당
3150000-101-1995-02360,1995-06-30,17.5,바니양념치킨
3150000-101-1995-02363,1995-07-04,25.2,옛날통닭
3150000-101-1995-02366,1995-04-28,94.77,대판
3150000-101-1995-02370,1995-05-10,93.16,명불허전 원조골뱅이
3150000-101-1995-02383,1995-04-25,33.73,소문난순대
3150000-101-1995-02387,1995-04-04,24.69,토담집
3150000-101-1995-02395,1995-04-18,30.2,자매식당
3150000-101-1995-02429,1995-01-19,40.58,옥이네 크림비어
3150000-101-1995-03472,1995-11-30,58.33,오성맥주
3150000-101-1995-03715,1995-08-30,80.58,애리카
3150000-101-1995-03731,1995-07-10,85.39,로망스
3150000-101-1995-04114,1995-03-02,32.41,일주일(I 酒 I)
3150000-101-1995-04961,1995-12-08,355.61,대가원
3150000-101-1995-04966,1995-12-14,97.55,전통묵은지 매운갈비찜
3150000-101-1995-04979,1995-11-23,454.46,촌장골
3150000-101-1995-05013,1995-10-25,30.59,은화수식당(등촌역점)
3150000-101-1995-05020,1995-10-31,21.7,예술치킨 양천향교역점
3150000-101-1995-05021,1995-11-02,33.57,해피데이
3150000-101-1995-05032,1995-10-12,59.67,한방오리농장
3150000-101-1995-05040,1995-10-18,90.8,원조마산아구꽃게찜
3150000-101-1995-05044,1995-08-18,130.81,강릉해변메밀막국수
3150000-101-1995-05061,1995-09-25,143.0,용용선생 까치산역점
3150000-101-1995-05068,1995-08-04,42.25,자매포차
3150000-101-1995-05072,1995-08-09,43.4,황금주먹고기
3150000-101-1995-05075,1995-08-10,55.12,마당쇠초벌구이
3150000-101-1995-05087,1995-06-26,84.93,상수김치삼겹살 강서직영점
3150000-101-1995-05101,1995-05-31,68.88,금별맥주 송정역점
3150000-101-1995-05103,1995-05-31,67.09,태문네
3150000-101-1995-05105,1995-06-02,58.92,돈돈
3150000-101-1995-05107,1995-06-02,24.01,마산아구찜
