음식점ID,인허가일자,소재지면적,음식점명
3030000-101-2017-00056,2017-02-22,6.6,또오리 포차
3030000-101-2017-00059,2017-02-24,57.78,레이어57
3030000-101-2017-00061,2017-02-27,36.0,자담치킨
3030000-101-2017-00067,2017-03-03,50.0,하냥
3030000-101-2017-00068,2017-03-06,65.22,카츠젠
3030000-101-2017-00070,2017-03-07,65.0,여백의미학
3030000-101-2017-00071,2017-03-08,86.2,돈슐랭
3030000-101-2017-00076,2017-03-10,86.0,램플러스 한양대직영점
3030000-101-2017-00077,2017-03-10,50.73,멘노아지
3030000-101-2017-00078,2017-03-13,86.32,유가츠
3030000-101-2017-00083,2017-03-15,11.5,플라잉볼 에그팩토리
3030000-101-2017-00100,2017-03-31,71.29,명품숯불구이
3030000-101-2017-00101,2017-03-31,132.23,민준이네
3030000-101-2017-00106,2017-04-04,107.0,수랏간
3030000-101-2017-00108,2017-04-06,69.52,장한평(참)불백
3030000-101-2017-00110,2017-04-10,43.2,이로우
3030000-101-2017-00113,2017-04-11,28.72,완도댁 아구찜
3030000-101-2017-00115,2017-04-12,58.5,기후
3030000-101-2017-00120,2017-04-18,99.0,길이식당(한양대점)
3030000-101-2017-00124,2017-04-24,43.0,경성삼겹살
3030000-101-2017-00126,2017-04-25,18.0,약속
3030000-101-2017-00133,2017-04-28,68.17,대찬식당
3030000-101-2017-00135,2017-05-02,60.6,타쿠
3030000-101-2017-00138,2017-05-08,28.6,타코 까나스따
3030000-101-2017-00139,2017-05-10,54.86,라플랑  La Pleine
3030000-101-2017-00143,2017-05-15,60.0,지오
3030000-101-2017-00146,2017-05-17,38.68,생활맥주
3030000-101-2017-00147,2017-05-18,54.6,성수동골룸 서울숲 해산물 포장마차
3030000-101-2017-00148,2017-05-19,29.0,송화양꼬치호프
3030000-101-2017-00150,2017-05-19,70.65,유전
3030000-101-2017-00151,2017-05-22,63.52,연스시참치
3030000-101-2017-00153,2017-05-22,18.0,오늘도 못참치
3030000-101-2017-00160,2017-05-29,57.8,오레노카츠
3030000-101-2017-00161,2017-05-29,75.46,장안식당
3030000-101-2017-00164,2017-05-31,88.92,남원추어탕 통마늘오리
3030000-101-2017-00168,2017-06-01,32.99,하얀 물고기
3030000-101-2017-00170,2017-06-05,181.5,우땅
3030000-101-2017-00171,2017-06-05,82.68,320(삼이공)
3030000-101-2017-00172,2017-06-07,54.0,비스트로류
3030000-101-2017-00182,2017-06-13,63.79,바르다김선생 서울숲점
3030000-101-2017-00183,2017-06-13,98.63,빙봉
3030000-101-2017-00187,2017-06-16,75.06,후추포인트 성수
3030000-101-2017-00188,2017-06-19,73.97,생마차 한양대점
3030000-101-2017-00191,2017-06-20,72.57,스시메이 성수점
3030000-101-2017-00192,2017-06-21,28.95,봉쥬르
3030000-101-2017-00195,2017-06-22,64.49,다온스시
3030000-101-2017-00201,2017-06-28,78.21,앤아더(& other)컴퍼니
3030000-101-2017-00205,2017-06-29,27.0,성수 칼국수
3030000-101-2017-00206,2017-06-30,122.56,미미램양꼬치 (한양대점)
3030000-101-2017-00211,2017-07-06,38.33,갈비탕 단하나
3030000-101-2017-00216,2017-07-10,100.0,까사 아지오 성수본점
3030000-101-2017-00218,2017-07-10,54.4,로우키
3030000-101-2017-00221,2017-07-12,78.4,어사랑밥상
3030000-101-2017-00225,2017-07-14,115.5,우여사
3030000-101-2017-00229,2017-07-18,64.24,청정세꼬시
3030000-101-2017-00236,2017-07-28,78.51,생생한우
3030000-101-2017-00239,2017-07-31,33.81,불닭발 땡초 동대문 엽기떡볶이 한양대점
3030000-101-2017-00247,2017-08-04,51.83,우라(ウラ)
3030000-101-2017-00248,2017-08-09,25.0,팩피(FAGP)
3030000-101-2017-00250,2017-08-10,79.34,성수반점
3030000-101-2017-00253,2017-08-16,59.82,정성 식당
3030000-101-2017-00254,2017-08-16,23.87,김앤밥
3030000-101-2017-00255,2017-08-16,33.0,모음(moeum)
3030000-101-2017-00256,2017-08-17,25.0,본죽 성수역점
3030000-101-2017-00258,2017-08-17,51.44,곡성
3030000-101-2017-00261,2017-08-21,98.4,제주돔베옥(왕십리직영점)
3030000-101-2017-00262,2017-08-21,10.75,신금호 떡볶이
3030000-101-2017-00266,2017-08-24,64.39,원조 콩나물 국밥
3030000-101-2017-00267,2017-08-25,89.84,성일한우정육점식당
3030000-101-2017-00268,2017-08-25,45.82,성일한우정육점식당
3030000-101-2017-00270,2017-08-29,74.9,스시로지
3030000-101-2017-00272,2017-08-29,180.72,와플대학 한양대캠퍼스
3030000-101-2017-00273,2017-08-29,33.0,불났쭈 성수점
3030000-101-2017-00276,2017-08-31,33.0,대물장어
3030000-101-2017-00277,2017-08-31,33.0,광원식당
3030000-101-2017-00278,2017-09-01,25.0,티바 두마리치킨 금호점
3030000-101-2017-00283,2017-09-07,25.0,왕족발
3030000-101-2017-00284,2017-09-07,118.0,어거스트치킨 왕십리센트라스점
3030000-101-2017-00289,2017-09-11,33.82,컴포즈 성수카페거리점
3030000-101-2017-00296,2017-09-18,24.86,일품 양평해장국
3030000-101-2017-00297,2017-09-18,36.75,노랑통닭 왕십리점
3030000-101-2017-00299,2017-09-19,49.5,메시(MESI)
3030000-101-2017-00301,2017-09-19,263.8,아워홈 한양대병원 푸드코트점
3030000-101-2017-00308,2017-09-22,58.57,뜨돈(금호점)
3030000-101-2017-00310,2017-09-22,91.08,"땡기면,땡비어702"
